# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay__5,1_sd_,1_sd__1
3.94652e-14,4.00000e+02,1.76252e-14,8.25770e-15,-8.25770e-15
3.28870e-14,4.00000e+02,1.93990e-12,8.65430e-13,-8.65430e-13
2.81896e-14,4.00000e+02,5.43560e-11,2.29370e-11,-2.29370e-11
2.46655e-14,4.00000e+02,6.50820e-10,2.59200e-10,-2.59200e-10
2.19247e-14,4.00000e+02,4.43100e-09,1.66710e-09,-1.66710e-09
1.97326e-14,4.00000e+02,2.03420e-08,7.24990e-09,-7.24990e-09
9.86614e-15,4.00000e+02,1.55774e-05,3.83640e-06,-3.83640e-06
6.57740e-15,4.00000e+02,1.23436e-04,2.39990e-05,-2.39990e-05
4.93292e-15,4.00000e+02,3.39640e-04,5.37250e-05,-5.37250e-05
3.94652e-15,4.00000e+02,6.29100e-04,8.32980e-05,-8.32980e-05
3.28870e-15,4.00000e+02,9.60240e-04,1.10410e-04,-1.10410e-04
2.81896e-15,4.00000e+02,1.30798e-03,1.35960e-04,-1.35960e-04
2.46655e-15,4.00000e+02,1.65166e-03,1.61160e-04,-1.61160e-04
2.19247e-15,4.00000e+02,1.97566e-03,1.86510e-04,-1.86510e-04
1.97326e-15,4.00000e+02,2.26940e-03,2.11860e-04,-2.11860e-04
9.86614e-16,4.00000e+02,4.54620e-03,6.13140e-04,-6.13140e-04
6.57740e-16,4.00000e+02,5.42760e-03,5.68900e-04,-5.68900e-04
4.93292e-16,4.00000e+02,5.70020e-03,5.02660e-04,-5.02660e-04
3.94652e-16,4.00000e+02,5.70220e-03,4.48110e-04,-4.48110e-04
3.28870e-16,4.00000e+02,5.55980e-03,4.05880e-04,-4.05880e-04
2.81896e-16,4.00000e+02,5.34140e-03,3.72430e-04,-3.72430e-04
2.46655e-16,4.00000e+02,5.08780e-03,3.44960e-04,-3.44960e-04
2.19247e-16,4.00000e+02,4.82360e-03,3.21790e-04,-3.21790e-04
1.97326e-16,4.00000e+02,4.56200e-03,3.01990e-04,-3.01990e-04
9.86614e-17,4.00000e+02,1.62492e-03,6.07660e-04,-6.07660e-04
6.57740e-17,4.00000e+02,1.17828e-03,3.45570e-04,-3.45570e-04
4.93292e-17,4.00000e+02,9.79540e-04,2.43540e-04,-2.43540e-04
3.94652e-17,4.00000e+02,8.63000e-04,1.91440e-04,-1.91440e-04
3.28870e-17,4.00000e+02,7.81500e-04,1.60140e-04,-1.60140e-04
2.81896e-17,4.00000e+02,7.17200e-04,1.39410e-04,-1.39410e-04
2.46655e-17,4.00000e+02,6.62540e-04,1.24700e-04,-1.24700e-04
2.19247e-17,4.00000e+02,6.14140e-04,1.13630e-04,-1.13630e-04
1.97326e-17,4.00000e+02,5.70440e-04,1.04830e-04,-1.04830e-04
9.86614e-18,4.00000e+02,4.63260e-05,1.59350e-05,-1.59350e-05
6.57740e-18,4.00000e+02,7.61560e-05,2.34770e-05,-2.34770e-05
4.93292e-18,4.00000e+02,9.09020e-05,2.52660e-05,-2.52660e-05
3.94652e-18,4.00000e+02,9.57160e-05,2.46740e-05,-2.46740e-05
3.28870e-18,4.00000e+02,9.58140e-05,2.32960e-05,-2.32960e-05
2.81896e-18,4.00000e+02,9.42300e-05,2.18020e-05,-2.18020e-05
2.46655e-18,4.00000e+02,9.23420e-05,2.05340e-05,-2.05340e-05
2.19247e-18,4.00000e+02,9.06280e-05,1.96730e-05,-1.96730e-05
1.97326e-18,4.00000e+02,8.91540e-05,1.92740e-05,-1.92740e-05
9.86614e-14,5.00000e+02,1.21806e-41,4.45480e-42,-4.45480e-42
6.57740e-14,5.00000e+02,2.88040e-28,1.08220e-28,-1.08220e-28
4.93292e-14,5.00000e+02,1.20450e-21,4.54220e-22,-4.54220e-22
3.94652e-14,5.00000e+02,1.03424e-17,3.87740e-18,-3.87740e-18
3.28870e-14,5.00000e+02,4.08420e-15,1.51730e-15,-1.51730e-15
2.81896e-14,5.00000e+02,2.79920e-13,1.02970e-13,-1.02970e-13
2.46655e-14,5.00000e+02,6.45560e-12,2.35130e-12,-2.35130e-12
2.19247e-14,5.00000e+02,7.22900e-11,2.60790e-11,-2.60790e-11
1.97326e-14,5.00000e+02,4.89520e-10,1.74940e-10,-1.74940e-10
9.86614e-15,5.00000e+02,1.87958e-06,6.00530e-07,-6.00530e-07
6.57740e-15,5.00000e+02,2.51280e-05,6.54330e-06,-6.54330e-06
4.93292e-15,5.00000e+02,9.65440e-05,1.91310e-05,-1.91310e-05
3.94652e-15,5.00000e+02,2.32080e-04,3.58780e-05,-3.58780e-05
3.28870e-15,5.00000e+02,4.35820e-04,5.65400e-05,-5.65400e-05
2.81896e-15,5.00000e+02,7.01120e-04,8.17130e-05,-8.17130e-05
2.46655e-15,5.00000e+02,1.01474e-03,1.11530e-04,-1.11530e-04
2.19247e-15,5.00000e+02,1.36088e-03,1.45750e-04,-1.45750e-04
1.97326e-15,5.00000e+02,1.72378e-03,1.83930e-04,-1.83930e-04
9.86614e-16,5.00000e+02,4.60240e-03,5.42860e-04,-5.42860e-04
6.57740e-16,5.00000e+02,5.87700e-03,5.32840e-04,-5.32840e-04
4.93292e-16,5.00000e+02,6.32240e-03,4.89870e-04,-4.89870e-04
3.94652e-16,5.00000e+02,6.37240e-03,4.48180e-04,-4.48180e-04
3.28870e-16,5.00000e+02,6.23560e-03,4.12430e-04,-4.12430e-04
2.81896e-16,5.00000e+02,6.01620e-03,3.82680e-04,-3.82680e-04
2.46655e-16,5.00000e+02,5.76560e-03,3.58430e-04,-3.58430e-04
2.19247e-16,5.00000e+02,5.50860e-03,3.39140e-04,-3.39140e-04
1.97326e-16,5.00000e+02,5.25680e-03,3.24200e-04,-3.24200e-04
9.86614e-17,5.00000e+02,9.03560e-03,1.54340e-03,-1.54340e-03
6.57740e-17,5.00000e+02,5.91680e-03,8.92950e-04,-8.92950e-04
4.93292e-17,5.00000e+02,4.31160e-03,5.94050e-04,-5.94050e-04
3.94652e-17,5.00000e+02,3.34840e-03,4.32410e-04,-4.32410e-04
3.28870e-17,5.00000e+02,2.70840e-03,3.34450e-04,-3.34450e-04
2.81896e-17,5.00000e+02,2.25300e-03,2.70000e-04,-2.70000e-04
2.46655e-17,5.00000e+02,1.91276e-03,2.24900e-04,-2.24900e-04
2.19247e-17,5.00000e+02,1.64916e-03,1.91780e-04,-1.91780e-04
1.97326e-17,5.00000e+02,1.43944e-03,1.66500e-04,-1.66500e-04
9.86614e-18,5.00000e+02,7.93000e-05,3.49750e-05,-3.49750e-05
6.57740e-18,5.00000e+02,9.87760e-05,3.34430e-05,-3.34430e-05
4.93292e-18,5.00000e+02,1.08382e-04,2.99230e-05,-2.99230e-05
3.94652e-18,5.00000e+02,1.10192e-04,2.73080e-05,-2.73080e-05
3.28870e-18,5.00000e+02,1.06892e-04,2.51850e-05,-2.51850e-05
2.81896e-18,5.00000e+02,1.00902e-04,2.32320e-05,-2.32320e-05
2.46655e-18,5.00000e+02,9.37960e-05,2.13760e-05,-2.13760e-05
2.19247e-18,5.00000e+02,8.64780e-05,1.96240e-05,-1.96240e-05
1.97326e-18,5.00000e+02,7.94140e-05,1.79970e-05,-1.79970e-05
9.86614e-14,6.00000e+02,7.60720e-33,3.80360e-33,-3.80360e-33
6.57740e-14,6.00000e+02,1.70284e-22,8.51230e-23,-8.51230e-23
4.93292e-14,6.00000e+02,2.15300e-17,1.07440e-17,-1.07440e-17
3.94652e-14,6.00000e+02,2.24900e-14,1.11680e-14,-1.11680e-14
3.28870e-14,6.00000e+02,2.17780e-12,1.07170e-12,-1.07170e-12
2.81896e-14,6.00000e+02,5.48020e-11,2.66180e-11,-2.66180e-11
2.46655e-14,6.00000e+02,5.98220e-10,2.85830e-10,-2.85830e-10
2.19247e-14,6.00000e+02,3.75900e-09,1.76250e-09,-1.76250e-09
1.97326e-14,6.00000e+02,1.60962e-08,7.39280e-09,-7.39280e-09
9.86614e-15,6.00000e+02,8.76880e-06,3.14230e-06,-3.14230e-06
6.57740e-15,6.00000e+02,6.65240e-05,1.77480e-05,-1.77480e-05
4.93292e-15,6.00000e+02,1.93072e-04,3.81320e-05,-3.81320e-05
3.94652e-15,6.00000e+02,3.89960e-04,5.92000e-05,-5.92000e-05
3.28870e-15,6.00000e+02,6.52900e-04,8.14450e-05,-8.14450e-05
2.81896e-15,6.00000e+02,9.70980e-04,1.06910e-04,-1.06910e-04
2.46655e-15,6.00000e+02,1.32972e-03,1.36700e-04,-1.36700e-04
2.19247e-15,6.00000e+02,1.71442e-03,1.70860e-04,-1.70860e-04
1.97326e-15,6.00000e+02,2.11180e-03,2.09240e-04,-2.09240e-04
9.86614e-16,6.00000e+02,3.70520e-03,4.34280e-04,-4.34280e-04
6.57740e-16,6.00000e+02,5.29540e-03,4.91120e-04,-4.91120e-04
4.93292e-16,6.00000e+02,5.97320e-03,4.73670e-04,-4.73670e-04
3.94652e-16,6.00000e+02,6.18780e-03,4.40620e-04,-4.40620e-04
3.28870e-16,6.00000e+02,6.16860e-03,4.07640e-04,-4.07640e-04
2.81896e-16,6.00000e+02,6.02800e-03,3.78750e-04,-3.78750e-04
2.46655e-16,6.00000e+02,5.82280e-03,3.54520e-04,-3.54520e-04
2.19247e-16,6.00000e+02,5.58440e-03,3.34390e-04,-3.34390e-04
1.97326e-16,6.00000e+02,5.33100e-03,3.17480e-04,-3.17480e-04
9.86614e-17,6.00000e+02,4.34000e-03,9.04780e-04,-9.04780e-04
6.57740e-17,6.00000e+02,3.48740e-03,6.40850e-04,-6.40850e-04
4.93292e-17,6.00000e+02,2.80480e-03,4.70850e-04,-4.70850e-04
3.94652e-17,6.00000e+02,2.34640e-03,3.61380e-04,-3.61380e-04
3.28870e-17,6.00000e+02,2.04260e-03,2.89720e-04,-2.89720e-04
2.81896e-17,6.00000e+02,1.83550e-03,2.42760e-04,-2.42760e-04
2.46655e-17,6.00000e+02,1.68730e-03,2.12350e-04,-2.12350e-04
2.19247e-17,6.00000e+02,1.57534e-03,1.93050e-04,-1.93050e-04
1.97326e-17,6.00000e+02,1.48608e-03,1.81050e-04,-1.81050e-04
9.86614e-18,6.00000e+02,6.07060e-04,1.70230e-04,-1.70230e-04
6.57740e-18,6.00000e+02,4.23280e-04,1.08610e-04,-1.08610e-04
4.93292e-18,6.00000e+02,3.21460e-04,7.45370e-05,-7.45370e-05
3.94652e-18,6.00000e+02,2.60100e-04,5.51550e-05,-5.51550e-05
3.28870e-18,6.00000e+02,2.20040e-04,4.33750e-05,-4.33750e-05
2.81896e-18,6.00000e+02,1.92298e-04,3.57840e-05,-3.57840e-05
2.46655e-18,6.00000e+02,1.72138e-04,3.06880e-05,-3.06880e-05
2.19247e-18,6.00000e+02,1.56818e-04,2.71690e-05,-2.71690e-05
1.97326e-18,6.00000e+02,1.44678e-04,2.46780e-05,-2.46780e-05
9.86614e-14,7.00000e+02,2.75420e-42,1.37710e-42,-1.37710e-42
6.57740e-14,7.00000e+02,8.27160e-29,4.13580e-29,-4.13580e-29
4.93292e-14,7.00000e+02,3.82460e-22,1.91230e-22,-1.91230e-22
3.94652e-14,7.00000e+02,3.44920e-18,1.72450e-18,-1.72450e-18
3.28870e-14,7.00000e+02,1.39760e-15,6.98660e-16,-6.98660e-16
2.81896e-14,7.00000e+02,9.71440e-14,4.85340e-14,-4.85340e-14
2.46655e-14,7.00000e+02,2.25820e-12,1.12680e-12,-1.12680e-12
2.19247e-14,7.00000e+02,2.54120e-11,1.26480e-11,-1.26480e-11
1.97326e-14,7.00000e+02,1.72726e-10,8.56020e-11,-8.56020e-11
9.86614e-15,7.00000e+02,7.45940e-07,3.03930e-07,-3.03930e-07
6.57740e-15,7.00000e+02,1.28210e-05,3.49560e-06,-3.49560e-06
4.93292e-15,7.00000e+02,6.07300e-05,1.15960e-05,-1.15960e-05
3.94652e-15,7.00000e+02,1.67098e-04,2.52400e-05,-2.52400e-05
3.28870e-15,7.00000e+02,3.41860e-04,4.47700e-05,-4.47700e-05
2.81896e-15,7.00000e+02,5.83180e-04,7.00780e-05,-7.00780e-05
2.46655e-15,7.00000e+02,8.84320e-04,1.00970e-04,-1.00970e-04
2.19247e-15,7.00000e+02,1.23844e-03,1.38220e-04,-1.38220e-04
1.97326e-15,7.00000e+02,1.63930e-03,1.84400e-04,-1.84400e-04
9.86614e-16,7.00000e+02,5.46420e-03,5.95920e-04,-5.95920e-04
6.57740e-16,7.00000e+02,6.81500e-03,5.88910e-04,-5.88910e-04
4.93292e-16,7.00000e+02,7.19480e-03,5.38340e-04,-5.38340e-04
3.94652e-16,7.00000e+02,7.13260e-03,4.88120e-04,-4.88120e-04
3.28870e-16,7.00000e+02,6.87240e-03,4.44570e-04,-4.44570e-04
2.81896e-16,7.00000e+02,6.53360e-03,4.07560e-04,-4.07560e-04
2.46655e-16,7.00000e+02,6.17520e-03,3.76370e-04,-3.76370e-04
2.19247e-16,7.00000e+02,5.82420e-03,3.50390e-04,-3.50390e-04
1.97326e-16,7.00000e+02,5.49260e-03,3.29150e-04,-3.29150e-04
9.86614e-17,7.00000e+02,4.83720e-03,9.83710e-04,-9.83710e-04
6.57740e-17,7.00000e+02,3.74860e-03,6.33750e-04,-6.33750e-04
4.93292e-17,7.00000e+02,3.03520e-03,4.59250e-04,-4.59250e-04
3.94652e-17,7.00000e+02,2.53220e-03,3.55440e-04,-3.55440e-04
3.28870e-17,7.00000e+02,2.15620e-03,2.88180e-04,-2.88180e-04
2.81896e-17,7.00000e+02,1.86278e-03,2.41740e-04,-2.41740e-04
2.46655e-17,7.00000e+02,1.62714e-03,2.07870e-04,-2.07870e-04
2.19247e-17,7.00000e+02,1.43402e-03,1.82020e-04,-1.82020e-04
1.97326e-17,7.00000e+02,1.27332e-03,1.61530e-04,-1.61530e-04
9.86614e-18,7.00000e+02,1.55192e-04,5.88080e-05,-5.88080e-05
6.57740e-18,7.00000e+02,1.40898e-04,4.92410e-05,-4.92410e-05
4.93292e-18,7.00000e+02,1.22032e-04,3.84020e-05,-3.84020e-05
3.94652e-18,7.00000e+02,1.10656e-04,3.03610e-05,-3.03610e-05
3.28870e-18,7.00000e+02,1.04806e-04,2.50030e-05,-2.50030e-05
2.81896e-18,7.00000e+02,1.01558e-04,2.16740e-05,-2.16740e-05
2.46655e-18,7.00000e+02,9.91420e-05,1.96970e-05,-1.96970e-05
2.19247e-18,7.00000e+02,9.67340e-05,1.85080e-05,-1.85080e-05
1.97326e-18,7.00000e+02,9.40500e-05,1.77230e-05,-1.77230e-05
9.86614e-14,8.00000e+02,8.23980e-52,4.07600e-52,-4.07600e-52
6.57740e-14,8.00000e+02,5.39740e-35,2.57200e-35,-2.57200e-35
4.93292e-14,8.00000e+02,1.20820e-26,5.47290e-27,-5.47290e-27
3.94652e-14,8.00000e+02,1.14724e-21,4.93950e-22,-4.93950e-22
3.28870e-14,8.00000e+02,2.27540e-18,9.35200e-19,-9.35200e-19
2.81896e-14,8.00000e+02,4.98580e-16,1.96530e-16,-1.96530e-16
2.46655e-14,8.00000e+02,2.77100e-14,1.05160e-14,-1.05160e-14
2.19247e-14,8.00000e+02,6.19100e-13,2.26880e-13,-2.26880e-13
1.97326e-14,8.00000e+02,7.32560e-12,2.59860e-12,-2.59860e-12
9.86614e-15,8.00000e+02,3.90860e-07,1.05600e-07,-1.05600e-07
6.57740e-15,8.00000e+02,1.34322e-05,2.78280e-06,-2.78280e-06
4.93292e-15,8.00000e+02,7.95160e-05,1.29330e-05,-1.29330e-05
3.94652e-15,8.00000e+02,2.34960e-04,3.15400e-05,-3.15400e-05
3.28870e-15,8.00000e+02,4.89900e-04,5.71150e-05,-5.71150e-05
2.81896e-15,8.00000e+02,8.35620e-04,8.83090e-05,-8.83090e-05
2.46655e-15,8.00000e+02,1.25582e-03,1.24510e-04,-1.24510e-04
2.19247e-15,8.00000e+02,1.73310e-03,1.65940e-04,-1.65940e-04
1.97326e-15,8.00000e+02,2.25120e-03,2.13730e-04,-2.13730e-04
9.86614e-16,8.00000e+02,5.14580e-03,5.77890e-04,-5.77890e-04
6.57740e-16,8.00000e+02,7.25920e-03,5.83360e-04,-5.83360e-04
4.93292e-16,8.00000e+02,8.12960e-03,5.52080e-04,-5.52080e-04
3.94652e-16,8.00000e+02,8.37480e-03,5.11050e-04,-5.11050e-04
3.28870e-16,8.00000e+02,8.32820e-03,4.71520e-04,-4.71520e-04
