# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay__4,1_sd_,1_sd__1
4.93292e-14,2.00000e+02,2.36900e-09,9.30380e-10,-9.30380e-10
3.94652e-14,2.00000e+02,5.26720e-08,1.98160e-08,-1.98160e-08
3.28870e-14,2.00000e+02,3.93540e-07,1.44300e-07,-1.44300e-07
2.81896e-14,2.00000e+02,1.58786e-06,5.72800e-07,-5.72800e-07
2.46655e-14,2.00000e+02,4.38220e-06,1.56240e-06,-1.56240e-06
2.19247e-14,2.00000e+02,9.42880e-06,3.32740e-06,-3.32740e-06
1.97326e-14,2.00000e+02,1.71042e-05,5.97140e-06,-5.97140e-06
9.86614e-15,2.00000e+02,2.04540e-04,5.59320e-05,-5.59320e-05
6.57740e-15,2.00000e+02,4.86600e-04,9.27850e-05,-9.27850e-05
4.93292e-15,2.00000e+02,8.24820e-04,1.16640e-04,-1.16640e-04
3.94652e-15,2.00000e+02,1.19100e-03,1.36610e-04,-1.36610e-04
3.28870e-15,2.00000e+02,1.54756e-03,1.55170e-04,-1.55170e-04
2.81896e-15,2.00000e+02,1.86578e-03,1.72600e-04,-1.72600e-04
2.46655e-15,2.00000e+02,2.13080e-03,1.88510e-04,-1.88510e-04
2.19247e-15,2.00000e+02,2.33920e-03,2.02450e-04,-2.02450e-04
1.97326e-15,2.00000e+02,2.49360e-03,2.14170e-04,-2.14170e-04
9.86614e-16,2.00000e+02,4.05960e-03,7.90650e-04,-7.90650e-04
6.57740e-16,2.00000e+02,3.37520e-03,5.54920e-04,-5.54920e-04
4.93292e-16,2.00000e+02,2.77560e-03,4.10600e-04,-4.10600e-04
3.94652e-16,2.00000e+02,2.33320e-03,3.19060e-04,-3.19060e-04
3.28870e-16,2.00000e+02,2.01420e-03,2.58290e-04,-2.58290e-04
2.81896e-16,2.00000e+02,1.78144e-03,2.16660e-04,-2.16660e-04
2.46655e-16,2.00000e+02,1.60822e-03,1.87710e-04,-1.87710e-04
2.19247e-16,2.00000e+02,1.47580e-03,1.67610e-04,-1.67610e-04
1.97326e-16,2.00000e+02,1.37152e-03,1.53940e-04,-1.53940e-04
9.86614e-17,2.00000e+02,1.30192e-03,4.47350e-04,-4.47350e-04
6.57740e-17,2.00000e+02,1.04878e-03,2.80890e-04,-2.80890e-04
4.93292e-17,2.00000e+02,8.86340e-04,2.12930e-04,-2.12930e-04
3.94652e-17,2.00000e+02,7.55520e-04,1.74240e-04,-1.74240e-04
3.28870e-17,2.00000e+02,6.47160e-04,1.47190e-04,-1.47190e-04
2.81896e-17,2.00000e+02,5.57580e-04,1.26420e-04,-1.26420e-04
2.46655e-17,2.00000e+02,4.83560e-04,1.09790e-04,-1.09790e-04
2.19247e-17,2.00000e+02,4.22280e-04,9.61900e-05,-9.61900e-05
1.97326e-17,2.00000e+02,3.71260e-04,8.49050e-05,-8.49050e-05
9.86614e-18,2.00000e+02,1.92676e-05,9.63380e-06,-9.63380e-06
6.57740e-18,2.00000e+02,1.89774e-05,9.48870e-06,-9.48870e-06
4.93292e-18,2.00000e+02,1.58910e-05,7.94550e-06,-7.94550e-06
3.94652e-18,2.00000e+02,1.29126e-05,6.45630e-06,-6.45630e-06
3.28870e-18,2.00000e+02,1.05140e-05,5.25700e-06,-5.25700e-06
2.81896e-18,2.00000e+02,8.65460e-06,4.32730e-06,-4.32730e-06
2.46655e-18,2.00000e+02,7.21580e-06,3.60790e-06,-3.60790e-06
2.19247e-18,2.00000e+02,6.09220e-06,3.04610e-06,-3.04610e-06
1.97326e-18,2.00000e+02,5.20360e-06,2.60180e-06,-2.60180e-06
9.86614e-14,3.00000e+02,3.95100e-20,1.97550e-20,-1.97550e-20
6.57740e-14,3.00000e+02,3.20260e-14,1.60060e-14,-1.60060e-14
4.93292e-14,3.00000e+02,2.44060e-11,1.21570e-11,-1.21570e-11
3.94652e-14,3.00000e+02,1.19280e-09,5.87860e-10,-5.87860e-10
3.28870e-14,3.00000e+02,1.51278e-08,7.29890e-09,-7.29890e-09
2.81896e-14,3.00000e+02,9.02200e-08,4.21040e-08,-4.21040e-08
2.46655e-14,3.00000e+02,3.39500e-07,1.51490e-07,-1.51490e-07
2.19247e-14,3.00000e+02,9.46400e-07,3.99990e-07,-3.99990e-07
1.97326e-14,3.00000e+02,2.14720e-06,8.54000e-07,-8.54000e-07
9.86614e-15,3.00000e+02,8.89780e-05,2.12450e-05,-2.12450e-05
6.57740e-15,3.00000e+02,3.12660e-04,5.79410e-05,-5.79410e-05
4.93292e-15,3.00000e+02,6.13840e-04,9.03310e-05,-9.03310e-05
3.94652e-15,3.00000e+02,9.64220e-04,1.15460e-04,-1.15460e-04
3.28870e-15,3.00000e+02,1.34192e-03,1.37270e-04,-1.37270e-04
2.81896e-15,3.00000e+02,1.72942e-03,1.58560e-04,-1.58560e-04
2.46655e-15,3.00000e+02,2.11640e-03,1.80830e-04,-1.80830e-04
2.19247e-15,3.00000e+02,2.49700e-03,2.05370e-04,-2.05370e-04
1.97326e-15,3.00000e+02,2.86780e-03,2.33550e-04,-2.33550e-04
9.86614e-16,3.00000e+02,2.98680e-03,5.26380e-04,-5.26380e-04
6.57740e-16,3.00000e+02,3.35060e-03,4.34970e-04,-4.34970e-04
4.93292e-16,3.00000e+02,3.41260e-03,3.76030e-04,-3.76030e-04
3.94652e-16,3.00000e+02,3.32700e-03,3.32900e-04,-3.32900e-04
3.28870e-16,3.00000e+02,3.18060e-03,2.98640e-04,-2.98640e-04
2.81896e-16,3.00000e+02,3.01520e-03,2.70860e-04,-2.70860e-04
2.46655e-16,3.00000e+02,2.84900e-03,2.48380e-04,-2.48380e-04
2.19247e-16,3.00000e+02,2.68980e-03,2.30320e-04,-2.30320e-04
1.97326e-16,3.00000e+02,2.54020e-03,2.15910e-04,-2.15910e-04
9.86614e-17,3.00000e+02,1.57880e-03,5.42480e-04,-5.42480e-04
6.57740e-17,3.00000e+02,1.17024e-03,3.62220e-04,-3.62220e-04
4.93292e-17,3.00000e+02,9.00880e-04,2.53730e-04,-2.53730e-04
3.94652e-17,3.00000e+02,7.33540e-04,1.88320e-04,-1.88320e-04
3.28870e-17,3.00000e+02,6.26580e-04,1.47610e-04,-1.47610e-04
2.81896e-17,3.00000e+02,5.55400e-04,1.21810e-04,-1.21810e-04
2.46655e-17,3.00000e+02,5.05700e-04,1.05580e-04,-1.05580e-04
2.19247e-17,3.00000e+02,4.69080e-04,9.57160e-05,-9.57160e-05
1.97326e-17,3.00000e+02,4.40480e-04,9.00360e-05,-9.00360e-05
9.86614e-18,3.00000e+02,9.93620e-05,4.93600e-05,-4.93600e-05
6.57740e-18,3.00000e+02,8.69280e-05,4.14180e-05,-4.14180e-05
4.93292e-18,3.00000e+02,7.29300e-05,3.22680e-05,-3.22680e-05
3.94652e-18,3.00000e+02,6.23900e-05,2.55640e-05,-2.55640e-05
3.28870e-18,3.00000e+02,5.43460e-05,2.09550e-05,-2.09550e-05
2.81896e-18,3.00000e+02,4.79100e-05,1.77320e-05,-1.77320e-05
2.46655e-18,3.00000e+02,4.25880e-05,1.53770e-05,-1.53770e-05
2.19247e-18,3.00000e+02,3.80940e-05,1.35720e-05,-1.35720e-05
1.97326e-18,3.00000e+02,3.42500e-05,1.21290e-05,-1.21290e-05
9.86614e-14,4.00000e+02,5.28220e-32,2.60510e-32,-2.60510e-32
6.57740e-14,4.00000e+02,6.18680e-22,2.91680e-22,-2.91680e-22
4.93292e-14,4.00000e+02,5.92200e-17,2.61590e-17,-2.61590e-17
3.94652e-14,4.00000e+02,5.42720e-14,2.22950e-14,-2.22950e-14
3.28870e-14,4.00000e+02,4.94620e-12,1.88760e-12,-1.88760e-12
2.81896e-14,4.00000e+02,1.21584e-10,4.31620e-11,-4.31620e-11
2.46655e-14,4.00000e+02,1.32416e-09,4.38220e-10,-4.38220e-10
2.19247e-14,4.00000e+02,8.40660e-09,2.60000e-09,-2.60000e-09
1.97326e-14,4.00000e+02,3.66440e-08,1.06200e-08,-1.06200e-08
9.86614e-15,4.00000e+02,2.47900e-05,4.38400e-06,-4.38400e-06
6.57740e-15,4.00000e+02,2.04520e-04,2.64940e-05,-2.64940e-05
4.93292e-15,4.00000e+02,5.86040e-04,6.06300e-05,-6.06300e-05
3.94652e-15,4.00000e+02,1.10180e-03,9.81190e-05,-9.81190e-05
3.28870e-15,4.00000e+02,1.66814e-03,1.35730e-04,-1.35730e-04
2.81896e-15,4.00000e+02,2.22480e-03,1.71830e-04,-1.71830e-04
2.46655e-15,4.00000e+02,2.73800e-03,2.05400e-04,-2.05400e-04
2.19247e-15,4.00000e+02,3.19240e-03,2.36190e-04,-2.36190e-04
1.97326e-15,4.00000e+02,3.58300e-03,2.64490e-04,-2.64490e-04
9.86614e-16,4.00000e+02,5.97960e-03,8.69220e-04,-8.69220e-04
6.57740e-16,4.00000e+02,5.52420e-03,6.16180e-04,-6.16180e-04
4.93292e-16,4.00000e+02,5.12680e-03,4.79110e-04,-4.79110e-04
3.94652e-16,4.00000e+02,4.77380e-03,3.97950e-04,-3.97950e-04
3.28870e-16,4.00000e+02,4.44880e-03,3.45320e-04,-3.45320e-04
2.81896e-16,4.00000e+02,4.14820e-03,3.08380e-04,-3.08380e-04
2.46655e-16,4.00000e+02,3.87360e-03,2.80870e-04,-2.80870e-04
2.19247e-16,4.00000e+02,3.62540e-03,2.59720e-04,-2.59720e-04
1.97326e-16,4.00000e+02,3.40320e-03,2.43500e-04,-2.43500e-04
9.86614e-17,4.00000e+02,1.67872e-03,5.60330e-04,-5.60330e-04
6.57740e-17,4.00000e+02,1.15160e-03,3.47550e-04,-3.47550e-04
4.93292e-17,4.00000e+02,8.25820e-04,2.38830e-04,-2.38830e-04
3.94652e-17,4.00000e+02,6.18180e-04,1.74780e-04,-1.74780e-04
3.28870e-17,4.00000e+02,4.80600e-04,1.33590e-04,-1.33590e-04
2.81896e-17,4.00000e+02,3.86100e-04,1.05500e-04,-1.05500e-04
2.46655e-17,4.00000e+02,3.19020e-04,8.55320e-05,-8.55320e-05
2.19247e-17,4.00000e+02,2.69960e-04,7.08980e-05,-7.08980e-05
1.97326e-17,4.00000e+02,2.33000e-04,5.99330e-05,-5.99330e-05
9.86614e-18,4.00000e+02,6.69820e-05,2.95620e-05,-2.95620e-05
6.57740e-18,4.00000e+02,6.39220e-05,2.37550e-05,-2.37550e-05
4.93292e-18,4.00000e+02,5.98840e-05,1.96990e-05,-1.96990e-05
3.94652e-18,4.00000e+02,5.59180e-05,1.71500e-05,-1.71500e-05
3.28870e-18,4.00000e+02,5.19520e-05,1.54000e-05,-1.54000e-05
2.81896e-18,4.00000e+02,4.80300e-05,1.40620e-05,-1.40620e-05
2.46655e-18,4.00000e+02,4.42540e-05,1.29510e-05,-1.29510e-05
2.19247e-18,4.00000e+02,4.06980e-05,1.19760e-05,-1.19760e-05
1.97326e-18,4.00000e+02,3.74080e-05,1.10990e-05,-1.10990e-05
9.86614e-14,5.00000e+02,7.00780e-23,3.11630e-23,-3.11630e-23
6.57740e-14,5.00000e+02,6.95440e-16,2.88980e-16,-2.88980e-16
4.93292e-14,5.00000e+02,1.89946e-12,7.49420e-13,-7.49420e-13
3.94652e-14,5.00000e+02,2.02560e-10,7.61460e-11,-7.61460e-11
3.28870e-14,5.00000e+02,4.34620e-09,1.55740e-09,-1.55740e-09
2.81896e-14,5.00000e+02,3.76420e-08,1.28760e-08,-1.28760e-08
2.46655e-14,5.00000e+02,1.85804e-07,6.08430e-08,-6.08430e-08
2.19247e-14,5.00000e+02,6.32220e-07,1.98900e-07,-1.98900e-07
1.97326e-14,5.00000e+02,1.66106e-06,5.03970e-07,-5.03970e-07
9.86614e-15,5.00000e+02,1.01270e-04,2.37690e-05,-2.37690e-05
6.57740e-15,5.00000e+02,3.80560e-04,6.65290e-05,-6.65290e-05
4.93292e-15,5.00000e+02,8.10300e-04,1.01790e-04,-1.01790e-04
3.94652e-15,5.00000e+02,1.35206e-03,1.31620e-04,-1.31620e-04
3.28870e-15,5.00000e+02,1.94316e-03,1.61150e-04,-1.61150e-04
2.81896e-15,5.00000e+02,2.54000e-03,1.90810e-04,-1.90810e-04
2.46655e-15,5.00000e+02,3.12920e-03,2.20130e-04,-2.20130e-04
2.19247e-15,5.00000e+02,3.71520e-03,2.50820e-04,-2.50820e-04
1.97326e-15,5.00000e+02,4.30500e-03,2.87050e-04,-2.87050e-04
9.86614e-16,5.00000e+02,8.41300e-03,8.87390e-04,-8.87390e-04
6.57740e-16,5.00000e+02,8.55280e-03,7.63390e-04,-7.63390e-04
4.93292e-16,5.00000e+02,7.94540e-03,6.35390e-04,-6.35390e-04
3.94652e-16,5.00000e+02,7.21580e-03,5.34650e-04,-5.34650e-04
3.28870e-16,5.00000e+02,6.51920e-03,4.58030e-04,-4.58030e-04
2.81896e-16,5.00000e+02,5.89500e-03,3.99110e-04,-3.99110e-04
2.46655e-16,5.00000e+02,5.34820e-03,3.53090e-04,-3.53090e-04
2.19247e-16,5.00000e+02,4.87180e-03,3.16710e-04,-3.16710e-04
1.97326e-16,5.00000e+02,4.45680e-03,2.87680e-04,-2.87680e-04
9.86614e-17,5.00000e+02,2.13920e-03,7.17030e-04,-7.17030e-04
6.57740e-17,5.00000e+02,1.47174e-03,4.37780e-04,-4.37780e-04
4.93292e-17,5.00000e+02,1.09570e-03,2.99340e-04,-2.99340e-04
3.94652e-17,5.00000e+02,8.67260e-04,2.20950e-04,-2.20950e-04
3.28870e-17,5.00000e+02,7.20700e-04,1.72230e-04,-1.72230e-04
2.81896e-17,5.00000e+02,6.22640e-04,1.40260e-04,-1.40260e-04
2.46655e-17,5.00000e+02,5.54940e-04,1.18610e-04,-1.18610e-04
2.19247e-17,5.00000e+02,5.07000e-04,1.03750e-04,-1.03750e-04
1.97326e-17,5.00000e+02,4.72280e-04,9.35910e-05,-9.35910e-05
9.86614e-18,5.00000e+02,8.89060e-04,2.31670e-04,-2.31670e-04
6.57740e-18,5.00000e+02,4.57300e-04,1.17520e-04,-1.17520e-04
4.93292e-18,5.00000e+02,2.77320e-04,7.08890e-05,-7.08890e-05
3.94652e-18,5.00000e+02,1.85816e-04,4.73760e-05,-4.73760e-05
3.28870e-18,5.00000e+02,1.33084e-04,3.38830e-05,-3.38830e-05
2.81896e-18,5.00000e+02,9.99720e-05,2.54310e-05,-2.54310e-05
2.46655e-18,5.00000e+02,7.78340e-05,1.97880e-05,-1.97880e-05
2.19247e-18,5.00000e+02,6.23080e-05,1.58350e-05,-1.58350e-05
1.97326e-18,5.00000e+02,5.10000e-05,1.29580e-05,-1.29580e-05
9.86614e-14,6.00000e+02,3.27860e-25,1.61290e-25,-1.61290e-25
6.57740e-14,6.00000e+02,1.73794e-17,8.08600e-18,-8.08600e-18
4.93292e-14,6.00000e+02,1.12858e-13,4.85150e-14,-4.85150e-14
3.94652e-14,6.00000e+02,2.06000e-11,8.16610e-12,-8.16610e-12
3.28870e-14,6.00000e+02,6.37580e-10,2.34760e-10,-2.34760e-10
2.81896e-14,6.00000e+02,7.20360e-09,2.48450e-09,-2.48450e-09
2.46655e-14,6.00000e+02,4.35460e-08,1.41670e-08,-1.41670e-08
2.19247e-14,6.00000e+02,1.74072e-07,5.36900e-08,-5.36900e-08
1.97326e-14,6.00000e+02,5.22240e-07,1.53250e-07,-1.53250e-07
9.86614e-15,6.00000e+02,6.46940e-05,1.27170e-05,-1.27170e-05
6.57740e-15,6.00000e+02,3.11980e-04,4.64880e-05,-4.64880e-05
4.93292e-15,6.00000e+02,6.94520e-04,8.41310e-05,-8.41310e-05
3.94652e-15,6.00000e+02,1.13650e-03,1.17510e-04,-1.17510e-04
3.28870e-15,6.00000e+02,1.58486e-03,1.45950e-04,-1.45950e-04
2.81896e-15,6.00000e+02,2.00560e-03,1.70550e-04,-1.70550e-04
2.46655e-15,6.00000e+02,2.38000e-03,1.92270e-04,-1.92270e-04
2.19247e-15,6.00000e+02,2.70080e-03,2.11650e-04,-2.11650e-04
1.97326e-15,6.00000e+02,2.96840e-03,2.29060e-04,-2.29060e-04
9.86614e-16,6.00000e+02,6.23180e-03,7.36570e-04,-7.36570e-04
6.57740e-16,6.00000e+02,6.81260e-03,6.36720e-04,-6.36720e-04
4.93292e-16,6.00000e+02,6.68380e-03,5.47370e-04,-5.47370e-04
3.94652e-16,6.00000e+02,6.33680e-03,4.76490e-04,-4.76490e-04
3.28870e-16,6.00000e+02,5.95180e-03,4.20920e-04,-4.20920e-04
2.81896e-16,6.00000e+02,5.59160e-03,3.77710e-04,-3.77710e-04
2.46655e-16,6.00000e+02,5.27680e-03,3.44560e-04,-3.44560e-04
2.19247e-16,6.00000e+02,5.01140e-03,3.19920e-04,-3.19920e-04
1.97326e-16,6.00000e+02,4.79360e-03,3.03040e-04,-3.03040e-04
9.86614e-17,6.00000e+02,3.72720e-03,8.90980e-04,-8.90980e-04
6.57740e-17,6.00000e+02,2.57660e-03,5.93850e-04,-5.93850e-04
4.93292e-17,6.00000e+02,1.89712e-03,4.16110e-04,-4.16110e-04
3.94652e-17,6.00000e+02,1.48510e-03,3.09150e-04,-3.09150e-04
3.28870e-17,6.00000e+02,1.22350e-03,2.41380e-04,-2.41380e-04
2.81896e-17,6.00000e+02,1.05156e-03,1.96590e-04,-1.96590e-04
2.46655e-17,6.00000e+02,9.35320e-04,1.66470e-04,-1.66470e-04
2.19247e-17,6.00000e+02,8.54420e-04,1.46520e-04,-1.46520e-04
1.97326e-17,6.00000e+02,7.96140e-04,1.33970e-04,-1.33970e-04
9.86614e-18,6.00000e+02,1.57496e-04,5.97590e-05,-5.97590e-05
6.57740e-18,6.00000e+02,1.23968e-04,4.53000e-05,-4.53000e-05
4.93292e-18,6.00000e+02,9.46580e-05,3.36150e-05,-3.36150e-05
3.94652e-18,6.00000e+02,7.53460e-05,2.55740e-05,-2.55740e-05
3.28870e-18,6.00000e+02,6.33600e-05,2.02270e-05,-2.02270e-05
2.81896e-18,6.00000e+02,5.58740e-05,1.68350e-05,-1.68350e-05
2.46655e-18,6.00000e+02,5.09700e-05,1.48460e-05,-1.48460e-05
2.19247e-18,6.00000e+02,4.75060e-05,1.37820e-05,-1.37820e-05
1.97326e-18,6.00000e+02,4.48360e-05,1.32500e-05,-1.32500e-05
9.86614e-14,7.00000e+02,7.00720e-23,3.50360e-23,-3.50360e-23
6.57740e-14,7.00000e+02,4.93400e-16,2.46690e-16,-2.46690e-16
4.93292e-14,7.00000e+02,1.10502e-12,5.52320e-13,-5.52320e-13
3.94652e-14,7.00000e+02,1.02426e-10,5.10880e-11,-5.10880e-11
3.28870e-14,7.00000e+02,1.97264e-09,9.77090e-10,-9.77090e-10
2.81896e-14,7.00000e+02,1.57248e-08,7.66720e-09,-7.66720e-09
2.46655e-14,7.00000e+02,7.31620e-08,3.46930e-08,-3.46930e-08
2.19247e-14,7.00000e+02,2.40180e-07,1.09240e-07,-1.09240e-07
1.97326e-14,7.00000e+02,6.22360e-07,2.67830e-07,-2.67830e-07
9.86614e-15,7.00000e+02,5.87860e-05,1.19490e-05,-1.19490e-05
6.57740e-15,7.00000e+02,3.18480e-04,4.34170e-05,-4.34170e-05
4.93292e-15,7.00000e+02,7.51940e-04,8.31080e-05,-8.31080e-05
3.94652e-15,7.00000e+02,1.25820e-03,1.20560e-04,-1.20560e-04
3.28870e-15,7.00000e+02,1.77346e-03,1.52870e-04,-1.52870e-04
2.81896e-15,7.00000e+02,2.26700e-03,1.81020e-04,-1.81020e-04
2.46655e-15,7.00000e+02,2.72700e-03,2.06800e-04,-2.06800e-04
2.19247e-15,7.00000e+02,3.15240e-03,2.31710e-04,-2.31710e-04
1.97326e-15,7.00000e+02,3.54760e-03,2.57220e-04,-2.57220e-04
9.86614e-16,7.00000e+02,6.14040e-03,1.13660e-03,-1.13660e-03
6.57740e-16,7.00000e+02,6.57820e-03,8.81350e-04,-8.81350e-04
4.93292e-16,7.00000e+02,6.67300e-03,7.17350e-04,-7.17350e-04
3.94652e-16,7.00000e+02,6.54540e-03,6.16970e-04,-6.16970e-04
3.28870e-16,7.00000e+02,6.27540e-03,5.49400e-04,-5.49400e-04
2.81896e-16,7.00000e+02,5.93360e-03,4.98480e-04,-4.98480e-04
2.46655e-16,7.00000e+02,5.56860e-03,4.56920e-04,-4.56920e-04
2.19247e-16,7.00000e+02,5.20940e-03,4.21730e-04,-4.21730e-04
1.97326e-16,7.00000e+02,4.87020e-03,3.91810e-04,-3.91810e-04
9.86614e-17,7.00000e+02,4.29320e-03,7.70900e-04,-7.70900e-04
6.57740e-17,7.00000e+02,3.59520e-03,5.72330e-04,-5.72330e-04
4.93292e-17,7.00000e+02,2.96280e-03,4.31140e-04,-4.31140e-04
3.94652e-17,7.00000e+02,2.48100e-03,3.37390e-04,-3.37390e-04
3.28870e-17,7.00000e+02,2.11240e-03,2.73830e-04,-2.73830e-04
2.81896e-17,7.00000e+02,1.82332e-03,2.29020e-04,-2.29020e-04
2.46655e-17,7.00000e+02,1.59116e-03,1.96080e-04,-1.96080e-04
2.19247e-17,7.00000e+02,1.40124e-03,1.70930e-04,-1.70930e-04
1.97326e-17,7.00000e+02,1.24352e-03,1.51060e-04,-1.51060e-04
9.86614e-18,7.00000e+02,3.52220e-04,1.03490e-04,-1.03490e-04
6.57740e-18,7.00000e+02,2.35940e-04,5.94970e-05,-5.94970e-05
4.93292e-18,7.00000e+02,1.85300e-04,4.08950e-05,-4.08950e-05
3.94652e-18,7.00000e+02,1.56364e-04,3.18230e-05,-3.18230e-05
3.28870e-18,7.00000e+02,1.36056e-04,2.66040e-05,-2.66040e-05
2.81896e-18,7.00000e+02,1.20110e-04,2.30960e-05,-2.30960e-05
2.46655e-18,7.00000e+02,1.06910e-04,2.04530e-05,-2.04530e-05
2.19247e-18,7.00000e+02,9.57140e-05,1.83190e-05,-1.83190e-05
1.97326e-18,7.00000e+02,8.61000e-05,1.65280e-05,-1.65280e-05
9.86614e-14,8.00000e+02,6.48660e-32,3.24260e-32,-3.24260e-32
6.57740e-14,8.00000e+02,6.92180e-22,3.44940e-22,-3.44940e-22
4.93292e-14,8.00000e+02,6.08720e-17,3.00200e-17,-3.00200e-17
3.94652e-14,8.00000e+02,5.15760e-14,2.49740e-14,-2.49740e-14
3.28870e-14,8.00000e+02,4.37540e-12,2.06740e-12,-2.06740e-12
2.81896e-14,8.00000e+02,1.00768e-10,4.62540e-11,-4.62540e-11
2.46655e-14,8.00000e+02,1.03456e-09,4.59790e-10,-4.59790e-10
2.19247e-14,8.00000e+02,6.22900e-09,2.67300e-09,-2.67300e-09
1.97326e-14,8.00000e+02,2.59080e-08,1.07070e-08,-1.07070e-08
9.86614e-15,8.00000e+02,1.45852e-05,3.83000e-06,-3.83000e-06
6.57740e-15,8.00000e+02,1.23538e-04,2.20280e-05,-2.20280e-05
4.93292e-15,8.00000e+02,3.65680e-04,5.04860e-05,-5.04860e-05
3.94652e-15,8.00000e+02,7.04700e-04,8.18280e-05,-8.18280e-05
3.28870e-15,8.00000e+02,1.09240e-03,1.12170e-04,-1.12170e-04
2.81896e-15,8.00000e+02,1.49328e-03,1.40320e-04,-1.40320e-04
2.46655e-15,8.00000e+02,1.88526e-03,1.66410e-04,-1.66410e-04
2.19247e-15,8.00000e+02,2.25540e-03,1.91140e-04,-1.91140e-04
1.97326e-15,8.00000e+02,2.59680e-03,2.15200e-04,-2.15200e-04
9.86614e-16,8.00000e+02,6.28780e-03,8.96210e-04,-8.96210e-04
6.57740e-16,8.00000e+02,6.46800e-03,7.20110e-04,-7.20110e-04
4.93292e-16,8.00000e+02,6.23140e-03,5.91160e-04,-5.91160e-04
3.94652e-16,8.00000e+02,5.90980e-03,4.97900e-04,-4.97900e-04
3.28870e-16,8.00000e+02,5.58820e-03,4.30320e-04,-4.30320e-04
